image,landmark,resolution_x,resolution_y,resolution_z,x_detected,y_detected,z_detected,x_groundtruth,y_groundtruth,z_groundtruth,x_error_mm,y_error_mm,z_error_mm,error_magnitude_mm,x_error_voxels,y_error_voxels,z_error_voxels
BS-030,Nadir LCS,0.326171875,0.326171875,0.30000000000000004,84.97518077793482,74.5580496446731,92.5358339271276,88.12953948974611,71.15655517578128,94.6018005371094,1.0288630954540712,-1.1094718287205763,0.61978998299454,1.6351228183021251,-3.154358711811284,3.4014944688918263,-2.0659666099817997
BS-030,Nadir NCS,0.326171875,0.326171875,0.30000000000000004,69.13349742120089,68.36418249648592,83.45992264894612,67.5730438232422,71.27667236328128,82.08892211914065,-0.5089760758966801,0.949972280771141,-0.41130015894164135,1.1535474852879384,1.5604535979586842,-2.9124898667953545,1.371000529805471
BS-030,Basis of IVT LCC-NCC,0.326171875,0.326171875,0.30000000000000004,74.56593192619961,75.80159798193719,87.33643551781103,77.0654983520508,77.77648925781253,88.89296875000002,0.8152882678069295,0.6441539903734007,0.4669599696566991,1.1391579943973462,-2.499566425851185,-1.9748912758753363,-1.5565332321889969
BS-043,Commissure LCC-RCC,0.7304687499999999,0.7304687499999999,0.5,197.09412717231996,167.6816462266459,200.5403335697198,195.19363883399964,165.3759796142578,197.826771850586,-1.3882473408824174,-1.684217408267876,-1.3567808595668964,2.569955886521547,1.900488338320315,2.3056666123881087,2.713561719133793
BS-043,Commissure NCC-RCC,0.7304687499999999,0.7304687499999999,0.5,182.03256280974253,167.9072670316834,173.6141236463467,178.81738356018067,165.33475036621093,175.5383959960938,-2.348587967453387,-1.8791430329818484,0.9621361748735495,3.1579661173406146,3.2151792495618565,2.5725166654724774,-1.924272349747099
BS-043,Commissure LCC-NCC,0.7304687499999999,0.7304687499999999,0.5,189.263636018504,188.0,193.84826523483687,191.6926718082428,185.51317138671877,190.0870715332032,1.7743347370357674,-1.8165505886077753,-1.8805968508168434,3.159867768645592,-2.429035789738805,2.486828613281233,3.7611937016336867
BS-043,Nadir LCS,0.7304687499999999,0.7304687499999999,0.5,209.96867508573496,183.45401425668348,191.4364344899494,214.2179096069336,178.43765563964843,190.68930541992196,3.103933029156822,-3.664293208537323,-0.37356453501371334,4.816741162803271,-4.249234521198645,5.016358617035053,0.7471290700274267
BS-043,Nadir RCS,0.7304687499999999,0.7304687499999999,0.5,207.7057445895063,165.06133975720238,174.1164436152867,207.1176708068848,165.21661682128905,175.43471252441412,-0.4295695208993037,0.11342504290706366,0.6591344545637128,0.7948920950903523,0.5880737826215068,-0.1552770640866754,-1.3182689091274256
BS-043,Nadir NCS,0.7304687499999999,0.7304687499999999,0.5,201.41661249745093,185.754808209596,166.58216514536537,200.7515814628601,186.20917053222652,164.59163391113287,-0.4857843885487772,0.3318974778590095,-0.995265617116246,1.1561557233265176,0.6650310345908395,-0.4543623226305158,1.990531234232492
BS-043,Basis of IVT LCC-RCC,0.7304687499999999,0.7304687499999999,0.5,212.40919699696528,171.1252183417536,186.1525705940467,211.57381132507325,169.82779235839843,183.94943725585944,-0.610223127514879,-0.9477291362789706,-1.1015666690936285,1.5760748419932842,0.835385671892027,1.2974259833551685,2.203133338187257
BS-043,Basis of IVT NCC-RCC,0.7304687499999999,0.7304687499999999,0.5,202.0959426326804,172.3569828121497,165.62818806292344,202.58083418273927,170.7615234375,166.49301635742194,0.3541981244570695,-1.1654332150761633,0.4324141472492471,1.2925451191014423,-0.48489155005887596,1.595459374649721,-0.8648282944984942
BS-043,Basis of IVT LCC-NCC,0.7304687499999999,0.7304687499999999,0.5,206.4169319725781,189.61666122235653,181.3153753418828,209.56514433288572,188.83896179199215,184.40756713867196,2.2996707475684492,-0.5680851307739798,1.546095898394583,2.8287132746287798,-3.1482123603076104,0.7776994303643789,-3.092191796789166
BS-044,Commissure LCC-RCC,0.37109375,0.37109375,0.3,82.70602158687282,87.97906676530866,97.2519159370924,81.18111515045166,83.26493835449219,98.6058807373047,-0.5658832478906656,-1.749383589951425,0.4061894400636888,1.8829648579444804,1.524906436421162,4.714128410816471,-1.353964800212296
BS-044,Commissure NCC-RCC,0.37109375,0.37109375,0.3,60.48632931416262,79.52402947100475,82.12392187033834,58.35575580596924,80.01657104492188,82.4891815185547,-0.7906425128061367,0.1827790996958073,0.10957789446490977,0.8188596322309306,2.130573508193379,-0.49254157391712283,-0.3652596482163659
BS-044,Nadir LCS,0.37109375,0.37109375,0.3,86.4206607340811,101.70326637203664,86.53073068472328,84.3911828994751,104.42381286621094,86.78692626953126,-0.7531265401858198,1.0095778005724942,0.076858675442395,1.2618851678864513,2.0294778346059985,-2.7205464941743003,-0.2561955848079833
BS-044,Nadir RCS,0.37109375,0.37109375,0.3,84.27537804608913,83.94878805846307,75.57450317374163,85.56917190551758,84.10899353027344,76.18199157714845,0.48011881502227544,0.05945124930463008,0.18224652102204572,0.5169741985891696,-1.2937938594284475,-0.1602054718103716,-0.6074884034068191
BS-044,Nadir NCS,0.37109375,0.37109375,0.3,68.82503572437149,96.92420601925038,69.96361823883035,68.17880368232727,97.35905456542967,70.05487060546876,-0.23981267185234661,0.16136957768372318,0.02737570999152439,0.29034408497561043,0.6462320420442182,-0.43484854617929614,-0.09125236663841463
BS-044,Basis of IVT LCC-RCC,0.37109375,0.37109375,0.3,89.96415834027518,91.61012602610744,85.23439572659389,90.05219841003418,91.4268798828125,82.99972534179689,0.03267111963713015,-0.06800149848835563,-0.6704011154390997,0.6746326863093685,-0.08804006975900336,0.18324614329493727,2.234670384796999
BS-044,Basis of IVT NCC-RCC,0.37109375,0.37109375,0.3,74.95655380338268,87.14741351863452,69.54404486017869,74.07604193687439,87.92933654785156,69.4872283935547,-0.3267524504620592,0.29016674912351104,-0.01704493998719556,0.4373264640506382,0.8805118665082858,-0.7819230292170403,0.05681646662398521
BS-044,Basis of IVT LCC-NCC,0.37109375,0.37109375,0.3,75.94930419786483,103.4789415902944,77.64785913773187,74.66191959381104,103.78314208984376,78.32907104492189,-0.47774038041058925,0.11288690412964791,0.20436357215700554,0.5317365831157402,1.2873846040537984,-0.304200499549367,-0.6812119071900185
BS-056,Commissure LCC-RCC,0.6484375,0.6484375,1.0,199.92791856070508,145.66847763193454,158.0046501582376,202.59867095947263,146.06024169921875,156.45755920410156,1.7318160085758314,0.2540345123796075,-1.5470909541360527,2.3360673452212524,-2.670752398767547,-0.391764067284214,1.5470909541360527
BS-056,Commissure NCC-RCC,0.6484375,0.6484375,1.0,183.3398921932315,148.74522811653227,145.02861020218734,183.55485343933103,147.12513732910156,145.351953125,0.13938893301766675,-1.0505276199746023,0.32334292281265675,1.1079657940163756,-0.21496124609953426,1.620090787430712,-0.32334292281265675
BS-056,Commissure LCC-NCC,0.6484375,0.6484375,1.0,193.16099723863675,161.9951082297877,152.45009734186826,192.61408042907715,161.94140625,153.11528930664062,-0.35464136869880614,-0.03482237751857986,0.6651919647723616,0.7546280198656314,0.5469168095596046,0.053701979787689424,-0.6651919647723616
BS-056,Nadir LCS,0.6484375,0.6484375,1.0,211.2580248488104,160.0,148.95698821786863,209.53117752075195,161.04994201660156,146.75165710449218,-1.119752564287904,0.6808217763900757,-2.2053311133764453,2.5653166307616817,1.7268473280584544,-1.0499420166015625,2.2053311133764453
BS-056,Nadir RCS,0.6484375,0.6484375,1.0,204.7087330416461,145.65105854218433,137.26191112158534,206.56576919555664,146.16163635253906,139.20577392578124,1.204171881051367,0.3310777989018967,1.943862804195902,2.310464245466021,-1.857036153910542,-0.5105778103547323,-1.943862804195902
BS-056,Nadir NCS,0.6484375,0.6484375,1.0,192.84468586832477,163.26902857271662,132.6338097680795,192.30456733703613,165.8505401611328,133.811669921875,-0.35023311013247826,1.673948920613624,1.177860153795507,2.0765651355437327,0.5401185312886412,-2.581511588416191,-1.177860153795507
BS-056,Basis of IVT LCC-RCC,0.6484375,0.6484375,1.0,210.9780134176528,150.93674225506368,143.86940761575102,211.4879035949707,150.81016540527344,145.2676788330078,0.3306319118545846,-0.08207717603585873,1.3982712172567915,1.4391721651600369,-0.5098901773179136,0.12657684979023998,-1.3982712172567915
BS-056,Basis of IVT NCC-RCC,0.6484375,0.6484375,1.0,197.74105032046856,152.8213217978031,131.80434675862784,197.84907150268555,151.3113250732422,133.14647827148437,0.07004498534382764,-0.979138501082472,1.3421315128565254,1.662809520683711,-0.1080211822169872,1.5099967245609207,-1.3421315128565254
BS-056,Basis of IVT LCC-NCC,0.6484375,0.6484375,1.0,202.0,166.0,142.0,204.01329040527344,164.5762939453125,143.6028839111328,1.3054929971694946,-0.9231843948364258,1.6028839111328068,2.2640269930141055,-2.0132904052734375,1.4237060546875,-1.6028839111328068
BS-066,Commissure LCC-RCC,0.6289062499999999,0.6289062499999999,0.7000000000000002,180.3733019342988,153.5970231823928,150.86587915682696,183.2785797119141,155.2140502929687,147.59046630859382,1.8271473523283608,1.0169584562606182,-2.292788993763202,3.103152158499837,-2.9052777776152823,-1.61702711057589,3.2754128482331453
BS-066,Commissure NCC-RCC,0.6289062499999999,0.6289062499999999,0.7000000000000002,163.13003196380467,149.74708974340678,139.3182233590461,163.67726516723633,150.3353424072265,137.67396240234382,0.344158381845692,0.36995577685537734,-1.1509826696915983,1.2570096954891437,-0.5472332034316594,-0.5882526638197305,1.6442609567022828
BS-066,Commissure LCC-NCC,0.6289062499999999,0.6289062499999999,0.7000000000000002,166.10214586524214,168.50722867937444,144.12424882437415,165.89338302612305,166.4589233398437,147.42863159179694,-0.13129225428973954,-1.2881920299392555,2.3130679371959566,2.6508413087394462,0.208762839119089,2.0483053395307422,-3.304382767422794
BS-066,Nadir LCS,0.6289062499999999,0.6289062499999999,0.7000000000000002,184.99138869331208,168.98354394168177,136.92021849131044,186.9976463317871,167.91767883300776,137.47135620117194,1.2617479679471892,-0.6703292285020189,0.38579639690305506,1.4799283999796586,-2.0062576384750344,1.0658651086740178,-0.5511377098615071
BS-066,Nadir RCS,0.6289062499999999,0.6289062499999999,0.7000000000000002,182.568344000554,152.78583697358576,128.85136296534728,186.3398780822754,153.01681518554682,132.47221069335944,2.3719413560825977,0.14526364111613463,2.5345934096085165,3.4743878704249758,-3.7715340817213985,-0.23097821196105883,-3.6208477280121656
BS-066,Nadir NCS,0.6289062499999999,0.6289062499999999,0.7000000000000002,168.73335493324063,164.46843975446876,122.15859252159125,172.6957244873047,166.83850097656244,123.13343505859382,2.491958977360596,1.4905463154573544,0.6823897759018012,2.9828247802421908,-3.962369554064054,-2.370061222093682,-0.9748425370025728
BS-066,Basis of IVT LCC-RCC,0.6289062499999999,0.6289062499999999,0.7000000000000002,188.6383736892592,159.53120925407677,136.57674896646904,189.61164093017575,159.5792846679687,137.07401733398444,0.6120938507326776,0.030234928267966803,0.34808785726078223,0.704796558848388,-0.9732672409165559,-0.04807541389192238,-0.49726836751540304
BS-066,Basis of IVT NCC-RCC,0.6289062499999999,0.6289062499999999,0.7000000000000002,174.20228423980782,155.60173578141885,123.01247328872304,176.4399871826172,155.501968383789,124.0384338378907,1.407305366376201,-0.06274433991564608,0.7181723844173549,1.5812073931532233,-2.2377029428093635,0.09976739762984721,-1.0259605491676496
BS-066,Basis of IVT LCC-NCC,0.6289062499999999,0.6289062499999999,0.7000000000000002,176.13129723179702,171.52102038241648,129.97466424242222,178.66749954223633,171.897232055664,132.78934936523444,1.5950334842997205,0.23660187262832616,1.9702795859685556,2.54599958936622,-2.5362023104393074,-0.3762116732475249,-2.8146851228122216
BS-073,Commissure LCC-RCC,0.5859375,0.5859375,3.0,157.02732271316245,185.32779807505025,209.32831974629264,196.3879508972168,138.84315490722656,303.94611663818364,23.062868076594345,-27.237095606146696,283.85339067567304,286.08827773792666,-39.36062818405435,46.48464316782369,-94.617796891891
BS-073,Commissure NCC-RCC,0.5859375,0.5859375,3.0,175.35926534956212,134.83968078432417,287.03719601865214,178.2740535736084,130.57078552246094,288.75569458007817,1.707883725027115,-2.5013058174979896,5.155495684278094,5.979342218126659,-2.9147882240462764,4.268895261863236,-1.7184985614260313
BS-073,Commissure LCC-NCC,0.5859375,0.5859375,3.0,181.9301664164581,154.5995551060483,303.4927265391835,181.29808807373047,153.92958068847656,306.67160339355473,-0.3703584039419672,-0.392563135295948,9.53663056311376,9.551889533483902,0.632078342727624,0.6699744175717512,-3.1788768543712536
BS-073,Nadir LCS,0.5859375,0.5859375,3.0,202.50136221911364,154.50160954307086,298.0984777974429,205.6471290588379,152.4258575439453,296.42214508056645,1.8432227576509252,-1.2162609369876232,-5.028998150629377,5.492502453362946,-3.1457668397242458,2.0757519991255435,1.676332716876459
BS-073,Nadir RCS,0.5859375,0.5859375,3.0,199.2487984487584,142.32690516709422,284.03253734779884,197.20703125,143.20703125,283.5,-1.1963479680225042,0.5156988767026027,-1.5976120433965093,2.0614456173349494,2.041767198758407,-0.8801260829057753,0.5325373477988364
BS-073,Nadir NCS,0.5859375,0.5859375,3.0,186.79654615572773,155.45812486202263,281.67205682769526,185.20703125,157.20703125,281.5,-0.931356390074839,1.0247498367054908,-0.516170483085773,1.4778257410026956,1.5895149057277251,-1.748906387977371,0.17205682769525765
BS-073,Basis of IVT LCC-RCC,0.5859375,0.5859375,3.0,205.5639962927848,146.09517590673175,294.2887067214703,204.44901275634768,145.23556518554688,289.6739074707032,-0.6533106658811183,-0.503678156944265,-13.844397752301234,13.86895293942049,1.1149835364371086,0.8596107211848789,4.614799250767078
BS-073,Basis of IVT NCC-RCC,0.5859375,0.5859375,3.0,190.27435125344795,146.81003255385212,279.7641072946851,189.79395294189453,147.50283813476562,279.6950103759766,-0.2814833856758292,0.4059407700665041,-0.2072907561255306,0.5357147214598532,0.48039831155341517,-0.6928055809135003,0.0690969187085102
BS-073,Basis of IVT LCC-NCC,0.5859375,0.5859375,3.0,194.0,160.0,292.90108154846087,194.78772354125977,160.3767852783203,291.9306060791016,0.4615567624568939,0.2207726240158081,-2.911426408077773,2.9560410900623757,-0.7877235412597656,-0.3767852783203125,0.9704754693592577
BS-082,Commissure LCC-RCC,0.36523437499999994,0.36523437499999994,0.29999999999999993,101.6471454157795,64.71821589309646,114.27177079300066,102.09966278076172,65.14082336425787,114.1177978515625,0.16527489697592565,0.15435077559996924,-0.04619188243144662,0.23081083921964213,-0.4525173649822136,-0.4226074711614132,0.15397294143815543
BS-082,Commissure NCC-RCC,0.36523437499999994,0.36523437499999994,0.29999999999999993,78.59482443330748,53.43425826163669,105.457335021497,83.98042488098145,54.60328674316412,103.9468994140625,1.9670064135059206,0.4269693868078687,-0.4531306822303505,2.0631879466551406,-5.385600447673966,-1.1690284815274268,1.510435607434502
BS-082,Commissure LCC-NCC,0.36523437499999994,0.36523437499999994,0.29999999999999993,82.74616681601219,75.99353996911988,109.69626496688478,81.20508098602295,76.48953247070318,107.4952392578125,-0.5628575199374771,0.18115351132046387,-0.6603077127216848,0.8863585380045954,1.5410858299892425,-0.4959925015833022,2.201025709072283
BS-082,Nadir LCS,0.36523437499999994,0.36523437499999994,0.29999999999999993,103.2402152190448,79.60280239124519,98.6350636451081,102.39941787719728,79.05654907226568,99.4830322265625,-0.30708809165134004,-0.1995104895491568,0.25439057443631863,0.4458947138464934,0.8407973418475194,0.5462533189795096,-0.8479685814543956
BS-082,Nadir RCS,0.36523437499999994,0.36523437499999994,0.29999999999999993,102.12402552675862,62.0,94.18512568341092,102.68455123901369,61.23626708984381,93.7861328125,0.2047232581869107,-0.2789415121078283,-0.11969786127327492,0.36612505734115275,-0.5605257122550711,0.7637329101561932,0.3989928709109165
BS-082,Nadir NCS,0.36523437499999994,0.36523437499999994,0.29999999999999993,83.39374323462746,71.0130316102698,88.54558586723348,80.72671508789062,71.83297729492193,88.13323974609375,-0.9740903582808378,0.29947234966786623,-0.12370383634192021,1.0265662927629138,2.6670281467368397,-0.8199456846521258,0.4123461211397341
BS-082,Basis of IVT LCC-RCC,0.36523437499999994,0.36523437499999994,0.29999999999999993,108.04864930440088,68.77174387897433,98.75500773540443,108.31499862670898,68.52514648437506,98.6304931640625,0.09727992826487315,-0.09006584529309537,-0.037354371402579994,0.1377337649033836,-0.26634932230810193,0.2465973945992772,0.12451457134193333
BS-082,Basis of IVT NCC-RCC,0.36523437499999994,0.36523437499999994,0.29999999999999993,90.17720722335216,62.97608586821591,89.4152348088135,90.11739921569824,62.20120239257818,88.77655029296875,-0.02184394029547226,-0.2830140819223737,-0.19160535475342325,0.3424715174495266,0.059808007653913364,0.7748834756377292,0.6386845158447443
BS-082,Basis of IVT LCC-NCC,0.36523437499999994,0.36523437499999994,0.29999999999999993,89.52425999563228,80.0,93.9557964120759,88.95943021774289,78.53094673156707,94.70010303259004,-0.20629525090881878,-0.5365487523378083,0.22329198615424128,0.6166859859470597,0.5648297778893863,1.4690532684329298,-0.7443066205141378
BS-087,Commissure LCC-RCC,0.80078125,0.80078125,0.5,209.10583269876997,177.1559734229288,133.59441863540616,209.6543884277344,176.43119812011713,131.46044921875023,0.43927314233479786,-0.5803864729546648,-1.0669847083279649,1.291613610709935,-0.5485557289644305,0.724775302811679,2.1339694166559298
BS-087,Commissure NCC-RCC,0.80078125,0.80078125,0.5,190.185557664544,169.89866580688897,116.02908446534214,186.09712839126587,170.94921874999994,119.98712158203148,-3.2739375039922587,0.8412630989755832,1.97901855834467,3.9170020214467183,4.0884292732781375,-1.0505529431109721,-3.95803711668934
BS-087,Nadir LCS,0.80078125,0.80078125,0.5,213.68969117971375,191.7152279355565,117.81721442789176,213.8493423461914,191.35148620605463,116.55700683593771,0.1278456606559375,-0.29127755682766765,-0.6301037959770213,0.7058455367604869,-0.15965116647765853,0.3637417295018679,1.2602075919540425
BS-087,Nadir NCS,0.80078125,0.80078125,0.5,194.5047358892808,187.08098970947884,105.40835505013878,194.971652507782,187.44792175292963,104.61444091796898,0.3738980734091768,0.2938323004195764,-0.39695706608490156,0.6194449954464781,-0.4669166185012159,-0.3669320434507881,0.7939141321698031
BS-087,Basis of IVT LCC-RCC,0.80078125,0.80078125,0.5,216.0,180.95018732528516,116.0,215.051025390625,180.05107116699213,116.06201171875024,-0.7599210739135742,-0.7199953611330873,0.031005859375120792,1.0472987739641035,0.948974609375,0.899116158293026,-0.062011718750241585
BS-087,Basis of IVT NCC-RCC,0.80078125,0.80078125,0.5,199.43435037541863,175.45809548474278,105.36790747837604,199.0241270065308,175.943618774414,104.35223388671898,-0.32849918211721674,0.3887979468070324,-0.5078367958285313,0.7190088784503524,0.4102233688878414,-0.48552328967122094,1.0156735916570625
BS-087,Basis of IVT LCC-NCC,0.80078125,0.80078125,0.5,196.0,192.0,162.0,202.6586561203003,193.79690551757807,113.00231933593771,5.332126971334219,1.4389282464980624,-24.498840332031143,25.113647089806683,-6.658656120300293,-1.7969055175780682,48.99768066406229
BS-093,Commissure LCC-RCC,0.6484375,0.6484375,3.0,-132.79060810463284,-232.14437295257792,70.83378220678262,-130.77285003662112,-211.7689094543457,93.38133239746094,1.308389997226347,13.212214612134956,67.64265057203497,68.93332050432778,-2.017758068011716,-20.37546349823222,-22.547550190678322
BS-093,Nadir RCS,0.6484375,0.6484375,3.0,-330.0,-32.0,270.0,-127.7923278808594,-212.53224563598636,61.51713562011719,131.11903738975522,-117.0638780295849,-625.4485931396484,649.6784559808852,-202.2076721191406,180.53224563598636,208.4828643798828
BS-098,Commissure LCC-RCC,0.34375,0.34375,0.3,87.95912442178276,63.218968280550335,111.19140894657006,88.04370021820071,61.898971557617216,109.880615234375,0.02907293001867073,-0.45374887350825976,-0.39323811365851924,0.6011401579528652,-0.08457579641795121,1.3199967229331193,1.3107937121950641
BS-098,Commissure NCC-RCC,0.34375,0.34375,0.3,65.87284254821886,63.440871487579166,98.001435472373,64.44697475433352,64.55186462402347,99.55615234375,-0.49014205414808254,0.3819038906527281,0.46641506141309885,0.7769381085087651,1.425867793885331,-1.1109931364443,-1.5547168713769963
BS-098,Commissure LCC-NCC,0.34375,0.34375,0.3,77.41116895673534,82.0,109.3776708736728,77.08379113674167,81.99967956542972,110.617431640625,-0.11253612562282456,-0.00011014938353515191,0.3719282300856605,0.3885807509871466,0.32737781999367144,0.0003204345702840783,-1.2397607669522017
BS-098,Nadir LCS,0.34375,0.34375,0.3,96.15907196927256,76.0,98.96821897928722,96.05718994140628,75.56451416015628,99.72164916992188,-0.03502194707903428,-0.1496982574462793,0.22602905719039795,0.27335917719008335,0.10188202786628153,0.4354858398437216,-0.7534301906346599
BS-098,Nadir RCS,0.34375,0.34375,0.3,89.78900112889599,63.62280694775927,89.79315199583525,88.68910598754886,63.28692626953128,89.47784423828125,-0.37808895483807703,-0.115458983140873,-0.0945923272661986,0.4064846158664673,1.0998951413471332,0.33588067822799417,0.3153077575539953
BS-098,Nadir NCS,0.34375,0.34375,0.3,99.29559857970776,174.0,217.7811741542664,76.05503201484683,82.43467712402347,84.690673828125,-7.988944756670944,-31.475579738616933,-39.92715009784242,51.46564556228564,23.240566564860927,91.56532287597653,133.0905003261414
BS-098,Basis of IVT LCC-RCC,0.34375,0.34375,0.3,96.80379690525628,68.53023436518367,96.24252052877516,96.06583786010744,66.42283630371097,96.56393432617188,-0.25367342176991414,-0.7244180836312433,0.09642413921901465,0.7735821736755234,0.7379590451488411,2.1073980614727077,-0.3214137973967155
BS-098,Basis of IVT NCC-RCC,0.34375,0.34375,0.3,81.55586721986603,69.06932845494822,83.19833649612511,79.09073090553287,68.82962036132815,85.20794677734375,-0.8473906080520255,-0.0823996571818979,0.6028830843655925,1.0432298689802961,2.465136314333165,0.23970809362006662,-2.0096102812186416
BS-098,Basis of IVT LCC-NCC,0.34375,0.34375,0.3,87.66125880335233,82.0,92.83144626219956,87.26563358306888,82.38012695312503,94.94500732421876,-0.13599616947243565,0.13066864013672852,0.6340683186057603,0.6615223989298422,0.39562522028344915,-0.3801269531250284,-2.113561062019201
BS-116,Commissure LCC-RCC,0.375,0.375,0.7000000000000003,84.0,76.0,84.0,84.61660242080688,75.48034667968753,82.03387145996088,0.2312259078025818,-0.19486999511717684,-1.376289978027386,1.4091181068507777,-0.6166024208068848,0.5196533203124716,1.9661285400391222
BS-116,Nadir LCS,0.375,0.375,0.7000000000000003,95.67312922821834,87.13310126345742,74.00880034348907,97.10131072998048,84.1424255371094,75.04606323242182,0.5355680631608024,-1.121503397380506,0.7260840222529213,1.4393752214015674,-1.4281815017621398,2.990675726348016,-1.0372628889327444
BS-116,Nadir RCS,0.375,0.375,0.7000000000000003,85.13682557605533,71.79020022854986,61.38172683342685,84.25894355773926,67.89353942871097,62.64417724609369,-0.32920575686852693,-1.4612477999395868,0.8837152888667863,1.7391303214424645,0.8778820183160718,3.896660799838898,-1.262450412666837
BS-116,Nadir NCS,0.375,0.375,0.7000000000000003,64.93912266472437,190.0,15.873312786709231,82.29904055595398,90.58811950683597,53.66019897460932,6.509969209211105,-37.27945518493651,26.45082033153008,46.17123968664315,-17.359917891229614,99.41188049316403,-37.786886187900095
BS-116,Basis of IVT LCC-RCC,0.375,0.375,0.7000000000000003,93.70492987058768,77.09859257054529,71.20306953380698,93.74448204040527,75.89207458496097,70.67882995605463,0.01483206368159884,-0.4524442445941226,-0.366967704426648,0.5827444385591036,-0.039552169817596905,1.2065179855843269,0.5242395777523541
BS-116,Basis of IVT LCC-NCC,0.375,0.375,0.7000000000000003,88.76977450764137,92.0,64.49902505602606,89.63865947723389,91.94993591308597,64.21177368164057,0.32583186359719285,-0.01877403259276278,-0.20107596206984377,0.3833411146189867,-0.8688849695925143,0.05006408691403408,0.287251374385491
BS-149,Commissure LCC-RCC,0.62314049586777,0.6230468750000002,1.9999960143558428,210.48201763304803,88.84435971473516,-198.0,198.2937607642325,87.18588963090684,-155.59939941406245,-7.5949964289974625,-1.033304603010223,84.80103217816912,85.14673656483824,12.188256868815529,1.6584700838283197,-42.40060058593755
BS-149,Nadir LCS,0.62314049586777,0.6230468750000002,1.9999960143558428,218.072546856596,126.64565117515602,-183.33001699737505,206.29915093146883,103.46405735551622,-164.24231323242182,-7.33647977483133,-14.443219586845897,38.17533145311148,41.47030816228981,11.773395925127176,23.1815938196398,-19.087703764953233
BS-149,Nadir NCS,0.62314049586777,0.6230468750000002,1.9999960143558428,381.66847287816535,15.911530751287865,-318.0,194.4392685767325,100.50641575395372,-186.02093872070307,-116.67009920932287,52.70657874189534,263.9575965370194,293.3658266768452,187.22920430143284,-84.59488500266585,-131.97906127929693
BS-149,Basis of IVT LCC-RCC,0.62314049586777,0.6230468750000002,1.9999960143558428,220.29945919981316,121.83183870048896,-170.0,208.7057194586905,91.89775791703966,-167.18786987304682,-7.224528731245037,-18.65033548812565,5.624249045756347,20.776453175095003,11.593739741122647,29.934080783449303,-2.8121301269531784
